idx,image_key,question_type,question,vector,p_Ref,p_Know,p_Reason,p_Decide,y_Ref,y_Know,y_Reason,y_Decide,active_experts,n_images
706,DS-MVTec/cable/image/missing_wire/005.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
707,DS-MVTec/cable/image/missing_wire/005.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
708,DS-MVTec/cable/image/missing_wire/005.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
709,DS-MVTec/cable/image/missing_wire/005.png,Defect Analysis,There is a defect in the object. What is the effect of the defect on the cable?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
710,DS-MVTec/cable/image/missing_wire/006.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
711,DS-MVTec/cable/image/missing_wire/006.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
712,DS-MVTec/cable/image/missing_wire/006.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
713,DS-MVTec/cable/image/missing_wire/006.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
714,DS-MVTec/cable/image/missing_wire/006.png,Defect Analysis,There is a defect in the object. How does the defect affect the wire?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
715,DS-MVTec/cable/image/missing_wire/007.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
716,DS-MVTec/cable/image/missing_wire/007.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
717,DS-MVTec/cable/image/missing_wire/007.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
718,DS-MVTec/cable/image/missing_wire/007.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
719,DS-MVTec/cable/image/missing_wire/007.png,Defect Analysis,There is a defect in the object. What could be the effect of the defect?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
720,DS-MVTec/cable/image/missing_wire/008.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
721,DS-MVTec/cable/image/missing_wire/008.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
722,DS-MVTec/cable/image/missing_wire/008.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
723,DS-MVTec/cable/image/missing_wire/008.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
724,DS-MVTec/cable/image/missing_wire/008.png,Defect Analysis,There is a defect in the object. How might the defect affect the cable?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
725,DS-MVTec/cable/image/missing_wire/009.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
726,DS-MVTec/cable/image/missing_wire/009.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
727,DS-MVTec/cable/image/missing_wire/009.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
728,DS-MVTec/cable/image/missing_wire/009.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
729,DS-MVTec/cable/image/missing_wire/009.png,Defect Analysis,There is a defect in the object. What could the effect of the defect be?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
730,DS-MVTec/cable/image/poke_insulation/000.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
731,DS-MVTec/cable/image/poke_insulation/000.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
732,DS-MVTec/cable/image/poke_insulation/000.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
733,DS-MVTec/cable/image/poke_insulation/000.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
734,DS-MVTec/cable/image/poke_insulation/000.png,Defect Analysis,There is a defect in the object. What is the potential effect of the defect?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
735,DS-MVTec/cable/image/poke_insulation/001.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
736,DS-MVTec/cable/image/poke_insulation/001.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
737,DS-MVTec/cable/image/poke_insulation/001.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
738,DS-MVTec/cable/image/poke_insulation/001.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
739,DS-MVTec/cable/image/poke_insulation/001.png,Defect Analysis,There is a defect in the object. What is the effect of the defect?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
740,DS-MVTec/cable/image/poke_insulation/002.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
741,DS-MVTec/cable/image/poke_insulation/002.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
742,DS-MVTec/cable/image/poke_insulation/002.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
743,DS-MVTec/cable/image/poke_insulation/003.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
744,DS-MVTec/cable/image/poke_insulation/003.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
745,DS-MVTec/cable/image/poke_insulation/003.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
746,DS-MVTec/cable/image/poke_insulation/003.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
747,DS-MVTec/cable/image/poke_insulation/003.png,Defect Analysis,There is a defect in the object. What is the effect of the defect?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
748,DS-MVTec/cable/image/poke_insulation/004.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
749,DS-MVTec/cable/image/poke_insulation/004.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
750,DS-MVTec/cable/image/poke_insulation/004.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
751,DS-MVTec/cable/image/poke_insulation/004.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
752,DS-MVTec/cable/image/poke_insulation/004.png,Defect Analysis,There is a defect in the object. Is there an additional anomaly present in the cable?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
753,DS-MVTec/cable/image/poke_insulation/005.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
754,DS-MVTec/cable/image/poke_insulation/005.png,Defect Classification,There are some defects in the object. How many different defects are observed in the object?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
755,DS-MVTec/cable/image/poke_insulation/005.png,Defect Localization,There is a defect in the object. Where is the defect on the blue conductor located?,0001,,,,,0,0,0,1,Decision Maker,1
756,DS-MVTec/cable/image/poke_insulation/005.png,Defect Description,There is a defect in the object. What is the appearance of the defect on the green and yellow conductor?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
757,DS-MVTec/cable/image/poke_insulation/005.png,Defect Analysis,There are some defects in the object. What is the potential impact of the defects on the cable's functionality?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
758,DS-MVTec/cable/image/poke_insulation/006.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
759,DS-MVTec/cable/image/poke_insulation/006.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
760,DS-MVTec/cable/image/poke_insulation/006.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
761,DS-MVTec/cable/image/poke_insulation/006.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
762,DS-MVTec/cable/image/poke_insulation/006.png,Defect Analysis,There is a defect in the object. What is the potential effect of the defect?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
763,DS-MVTec/cable/image/poke_insulation/007.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
764,DS-MVTec/cable/image/poke_insulation/007.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
765,DS-MVTec/cable/image/poke_insulation/007.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
766,DS-MVTec/cable/image/poke_insulation/007.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
767,DS-MVTec/cable/image/poke_insulation/007.png,Defect Analysis,There is a defect in the object. What could be the effect of the defect?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
768,DS-MVTec/cable/image/poke_insulation/008.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
769,DS-MVTec/cable/image/poke_insulation/008.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
770,DS-MVTec/cable/image/poke_insulation/008.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
771,DS-MVTec/cable/image/poke_insulation/008.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
772,DS-MVTec/cable/image/poke_insulation/008.png,Defect Analysis,There are some defects in the object. What could be the effect of these defects?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
773,DS-MVTec/cable/image/poke_insulation/009.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
774,DS-MVTec/cable/image/poke_insulation/009.png,Defect Classification,There is a defect in the object. What is the type of the first defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
775,DS-MVTec/cable/image/poke_insulation/009.png,Defect Localization,There is a defect in the object. Where is the missing wire defect located?,0001,,,,,0,0,0,1,Decision Maker,1
776,DS-MVTec/cable/image/poke_insulation/009.png,Defect Description,There is a defect in the object. What is the appearance of the second defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
777,DS-MVTec/cable/image/poke_insulation/009.png,Defect Analysis,There are some defects in the object. What impact might the defects have?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
778,DS-MVTec/capsule/image/crack/000.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
779,DS-MVTec/capsule/image/crack/000.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
780,DS-MVTec/capsule/image/crack/000.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
781,DS-MVTec/capsule/image/crack/000.png,Defect Analysis,There is a defect in the object. What is the effect of the defect?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
782,DS-MVTec/capsule/image/crack/001.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
783,DS-MVTec/capsule/image/crack/001.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
784,DS-MVTec/capsule/image/crack/001.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
785,DS-MVTec/capsule/image/crack/001.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
786,DS-MVTec/capsule/image/crack/001.png,Defect Analysis,There is a defect in the object. What additional information can be observed about the defect?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
787,DS-MVTec/capsule/image/crack/002.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
788,DS-MVTec/capsule/image/crack/002.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
